STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,latitude
53,01523251,1102675070690,Minnie Peak,C3022,-122.189542,46.327332
53,NA,11015504306082,J C'S Arprt,K2451,-122.314434,48.324533
53,01519213,1102674935557,Eightmile Mtn,C3022,-120.896477,47.532063
53,NA,110836909581,NA,C3071,-122.35104,47.631858
53,NA,11015504306193,Lower Monumental State Arprt,K2451,-118.535098,46.549849
53,01522035,1102674514621,Lester,C3081,-121.493983,47.209277
53,01506841,1102672960200,Mountain View Cmtry,K2582,-117.356002,46.034315
53,01533272,1102673732772,Mossyrock Trout Hatchery,C3081,-122.519001,46.548162
53,01529685,1102674086973,Tye Canyon Campground,C3081,-121.196767,47.717332
53,01520788,1102674201212,High Rock,C3022,-121.90121,46.685109
53,NA,11015504305642,Big Andy Arprt,K2451,-123.641695,48.097853
53,01520328,1102673452371,Green River Guard Sta,C3081,-122.226211,46.388443
53,01512192,1102674397443,Ephrata,C3081,-119.553649,47.317638
53,01511877,1102674364632,Desert Aire,C3081,-119.917267,46.679298
53,01513240,1102674157155,Whites,C3081,-123.336822,47.039262
53,01510876,1102674328268,Christopher,C3081,-122.232064,47.333989
53,01512686,1102675231156,Squak Mtn,C3022,-122.038451,47.49649
53,01529294,1102673914043,Sheep Canyon Viewpoint,C3081,-122.280932,46.202609
53,01514323,1102673789441,Overlake Golf and Country Club,C3081,-122.232901,47.625654
53,01512725,1102674718746,Tietonview Grange,C3081,-120.708681,46.59318
53,01512334,1102675012403,Jorden Hl,C3022,-122.555958,47.078431
53,01517984,1102673236895,Colville Indian Subagency,C3081,-118.220271,48.309892
53,01533124,1102673399289,Frenchman Springs Pumping Plant,C3081,-119.828102,47.001245
53,NA,11015504305612,Wnp-2 Plant Support Facility Heliport,K2460,-119.34113,46.464302000000004
53,NA,11015504305853,Slinkard Airfield,K2451,-119.061511,46.602626
53,01513021,1102674583761,Nisson,C3081,-123.809057,47.115924
53,01513741,1102673574167,Jafco Ctr,C3081,-122.308733,47.315655
53,01529500,1102673798058,Panhandle Campground,C3081,-117.266058,48.505744
53,01504794,1102674401914,Everson,C3081,-122.342658,48.920119
53,01524749,1102675163130,Quartz Mtn,C3022,-118.110542,48.298226
53,01523825,1102673772891,North Fork Ranger Sta,C3081,-123.648232,47.57481
53,01509619,1102673008506,Woodland Cmtry,K2582,-117.493002,47.955726
53,01529536,1102674166343,Wilson Ranch,C3081,-124.492987,47.917297
53,01513678,1102673510060,High Point Shopping Ctr,C3081,-122.62767,47.53257
53,01530187,1102673754946,Newaukum Lookout,C3081,-122.468447,46.661772
53,01510959,1102674403044,Fair Harbor,C3081,-122.832084,47.342039
53,01509298,1102674121814,Washburn Ranch,C3081,-124.619403,48.26951
53,01524144,1102675139048,Paint Rock,C3022,-118.500567,48.426834
53,01530607,1102675165522,Railroad Grade,C3022,-121.823479,48.730396
53,01520357,1102674978526,Griffin Mtn,C3022,-121.979823,46.655387
53,01510739,1102673915638,Sheridan Beach,C3081,-122.276011288655,47.7514636570448
53,01512204,1102674408925,Ferncliff,C3081,-122.510411,47.642597
53,01524899,1102673847459,Rattlesnake Ranger Sta,C3081,-120.942030944935,46.8164367242868
53,01511385,1102674733334,Union Ctr,C3081,-117.331845,46.743217
53,01509539,1102673006703,Williams Valley Hillside Cmtry,K2582,-117.584672,47.921002
53,01509860,1102673898737,Scales Corner,C3081,-122.459295,47.480376
53,01527003,1102674042956,Tenmile Camp,C3081,-123.201,47.676479
53,01512405,1102675049088,Lost Pt,C3022,-117.513791,46.227373
53,01518548,1102674912448,Deadman Hl,C3022,-118.051373,48.379341
53,01534103,1102673733919,Mt Adams Forest Camp,C3081,-121.527026,46.014565
53,01526609,1102674009180,Stout Ranch,C3081,-119.777564,48.275704
53,NA,110228729079,Lewis & Clark Elem School,K2543,-119.277089,46.270795
53,NA,11015504306011,Roche Harbor Arprt,K2451,-123.137244,48.611753
53,NA,11015504359755,Eliza Island Arprt,K2451,-122.583341,48.652037
53,01512083,1102674322047,Chattaroy,C3081,-117.357562,47.88943
53,01512712,1102675248295,Table Rock,C3022,-119.329751,47.605144
53,01527101,1102675256102,Thomas Mtn,C3022,-117.565525,48.64852
53,01508003,1102672980244,Saint Annes Cmtry,K2582,-117.686328,47.590442
53,NA,110899737012,City Hall,K2165,-120.546955,46.996264
53,01517233,1102672907582,Calvary Cmtry,K2582,-117.884146,48.550179
53,01527419,1102674072615,Trout Lake Creek Campground,C3081,-121.597026,46.044841
53,01517409,1102674867286,Carne Mtn,C3022,-120.803987,48.087904
53,01529990,1102674026852,Swauk Pass Sno-Park,C3081,-120.581209,47.335088
53,01510874,1102674325556,Cheviot,C3081,-120.171168,46.897907
53,NA,110836908364,Hazel Valley Elem School,K2543,-122.340702,47.485679
53,NA,110922821583,Library Park,K2190,-122.218038,47.85686
53,NA,11015504306286,Calkins Equipment Company Heliport,K2460,-122.186245,47.97954
53,01522265,1102675038528,Little Moses Mtn,C3022,-119.040032,48.414601
53,01521603,1102675017632,Kelly Mtn,C3022,-118.796423,48.816277
53,01521879,1102674505503,Lamoine,C3081,-119.898393,47.728748
53,01527505,1102674078755,Twentyfive Mile Creek Guard Sta,C3081,-120.270337793032,47.9951109593845
53,01529787,1102673224902,Clover Springs Lookout,C3081,-121.19925,46.870948
53,01530570,1102674255274,Axford,C3081,-123.946284,47.194254
53,01516819,1102673122192,Boulder Cave Campground,C3081,-121.083857,46.961769
53,01513380,1102674504866,Lamar,C3081,-118.508314,46.289859
53,01510778,1102674235296,Allison,C3081,-122.395676,47.140377
53,01531663,1102674654682,Rose Pt,C3081,-122.509584,47.854817
53,01517212,1102674863256,Cakey Butte,C3022,-121.591193,46.05873
53,NA,11015504306090,Hart Ranch Arprt,K2451,-119.063484,48.575978
53,01503718,1102672907089,Calvary Cmtry,K2582,-120.538954,46.578459
53,01530009,1102674060626,Timber Mountain Lookout,C3081,-117.452736,48.527129
53,01512016,1102674285488,Blockhouse,C3081,-120.93756,45.839562
53,01519970,1102674956447,Glaciate Butte,C3022,-121.435914,46.279009
53,01519856,1102674951534,Furport Hl,C3022,-117.185767,48.242682
53,NA,11015504305567,Kiwi Air Heliport,K2460,-117.058055,46.426665
53,01522185,1102675036367,Little Chopaka Mtn,C3022,-119.6948,48.973767
53,01507275,1102673798358,Panjab Campground,C3081,-117.707414,46.204868
53,01528985,1102674027470,Swift Dam Overlook,C3081,-122.198427,46.067888
53,01524073,1102673787845,Oriole Campground,C3081,-119.772292,48.594037
53,01510479,1102673857567,Riparia Launch Area,C3081,-118.090231,46.576812
53,01512759,1102674740877,Vaughn,C3081,-122.763191,47.344261
53,01515942,1102674246224,Arden,C3081,-117.876367,48.460178
53,01529573,1102673560794,Indian Creek Trailhead,C3081,-121.27286,46.656226
53,01531054,1102672967200,Orchard Prairie Cmtry,K2582,-117.325492,47.739892
53,01513705,1102673790488,Oyster Bay Plaza,C3081,-122.672919,47.567872
53,01515742,1102674781475,Aeneas Mtn,C3022,-119.182262,48.513212
53,NA,1101448279575,Saltars Point Elem School,K2543,-122.608902968396,47.1636948383814
53,01529997,1102673912809,Shannon Creek Campground,C3081,-121.599583,48.738733
53,01507802,1102672976242,Riggs Cmtry,K2582,-117.343522,47.24795
53,01524004,1102675134191,Old Guard Peak,C3022,-121.035541,48.354482
53,01513717,1102674029249,T B and M Shopping Ctr,C3081,-122.626804,47.543151
53,01527508,1102674079134,Twentynine Pines Campground,C3081,-120.853694,47.327619
53,01867647,1102674761774,West Wenatchee,C3081,-120.353478105573,47.4436305527864
53,01518332,1102674904702,Crofton Butte,C3022,-121.535082,46.132342
53,01514883,1102674362270,Delta,C3081,-122.524887,48.980948
53,01512439,1102675063338,McGowan Butte,C3022,-117.041518510309,47.5059603026478
53,01512052,1102674301761,Burlington,C3081,-122.325437,48.475662
53,01505524,1102674459878,Hillgrove,C3081,-123.267942371453,47.0665133488631
53,NA,11015504305566,Southwest Washington Medical Ctr,K2460,-122.579905,45.623044
53,01519804,1102674949905,Frenchman Mtn,C3022,-121.165924,47.324559
53,01508812,1102674701860,Summit,C3081,-122.020393,47.361212
53,01523149,1102673712225,Mill Camp,C3081,-121.410389,48.063996
53,01513660,1102673971810,South Sound Ctr,C3081,-122.836803,47.04204
53,01529411,1102673613526,Lady Camp,C3081,-120.983157,48.199568
53,01526038,1102675218665,Snow Peak,C3022,-118.627807,48.917949
53,01520558,1102673485501,Harmony School,C3081,-122.380993,48.398159
53,01529843,1102673696851,Meadow Cabins,C3081,-121.019281,48.567072
53,01511622,1102673718241,Mina Falls Trailhead Campground,C3081,-123.064031,46.902876
53,01512292,1102674459015,Highland Heights,C3081,-124.202957,47.217028
53,01526539,1102672988495,Stemilt Hill Cmtry,K2582,-120.2609,47.332905
53,01534227,1102673314659,Dungeness Lighthouse,C3081,-123.109622,48.18176
53,01511345,1102674701163,Sulphur,C3081,-118.725828,46.637362
53,01517181,1102674862216,C C Mtn,C3022,-118.30917,48.682397
53,01521804,1102674496535,la Grande,C3081,-122.318725,46.83427
53,01504774,1102672919042,Evangelical Emanuel Cmtry,K2582,-119.811996,47.576247
53,01510899,1102674349687,Croker,C3081,-122.156781,47.092602
53,01529410,1102673519819,Holden Campground,C3081,-120.792321,48.200408
53,NA,110482098409,Helm High School,K2543,-122.627535380438,46.9518689840699
53,01510887,1102674336424,Cokedale,C3081,-122.172178,48.522245
53,01522044,1102675030847,Lewis Peak,C3022,-121.462611,48.005384
53,01533216,1102673891624,Sand Point Country Club,C3081,-122.275403,47.689264
53,01512385,1102674514047,Lemolo,C3081,-122.622367,47.711761
53,01533266,1102674171210,Winthrop National Fish Hatchery,C3081,-120.189806,48.473756
53,01511603,1102673679402,Mallett,C3081,-120.577567,46.596792
53,01511567,1102674720925,Tokio,C3081,-118.269692,47.209597
53,01512514,1102674588087,North Puyallup,C3081,-122.282342,47.206767
53,01503743,1102673160171,Camp Lagoon,C3081,-122.532105,48.223709
53,01525077,1102672977361,Riverview Cmtry,K2582,-119.995624,47.83347
53,01511178,1102674576882,Nemah,C3081,-123.885993,46.512045
53,01510855,1102674304701,Cactus,C3081,-118.932781,46.609861
53,01510912,1102674363025,Denison,C3081,-117.438555,47.909615
53,01507861,1102673867046,Rock Lake School,C3081,-119.100028,48.078208
53,01516618,1102674835233,Black Peak,C3022,-120.815663,48.523466
53,01504859,1102673362286,Ferndale School,C3081,-122.777045,45.955948
53,01522275,1102673649875,Little Naches Campground,C3081,-121.097605,46.989849
53,NA,1103018810845,Marengo Hl,C3022,-118.193834,47.05536
53,01509172,1102674732979,Union,C3081,-122.551763,45.707894
53,01511279,1102674657370,Russell,C3081,-118.346078,46.133748
53,01508109,1102673893219,Sandy Hook Park,C3081,-122.58514,47.697595
53,01531840,1102674440741,Grays,C3081,-117.751628,48.106004
53,01516396,1102674822535,Bells Mtn,C3022,-122.40704,45.820947
53,01509332,1102675284181,Watmough Head,C3022,-122.813231,48.428434
53,01511420,1102674761860,Western Junction,C3081,-122.792352,46.908999
53,01514205,1102674983461,Ham Hl,C3022,-122.932352,46.721491
53,01509849,1102673148256,Camp Burton,C3081,-122.452348,47.383987
53,01512571,1102675152041,Pluvius Hl,C3022,-123.411538,46.550936
53,01525107,1102673863787,Rock Cabin,C3081,-120.997891,48.577906
53,01512771,1102674748257,Wallula,C3081,-118.905277,46.085412
53,NA,110249770568,Pioneer Schl,K2543,-119.848609,47.229772
53,01507573,1102673831279,Port of Pasco Industrial Park,C3081,-119.065286,46.216801
53,01513143,1102675027182,Larch Mtn,C3022,-123.137647,46.987318
53,01509908,1102674734460,University Village,C3081,-122.27318,47.663709
53,01509782,1102672935403,Hillside Cmtry,K2582,-122.045674,47.529823
53,01505445,1102674455860,Heather,C3081,-124.081004,46.771482
53,01503741,1102673159136,Camp Killoqua,C3081,-122.277923,48.132042
53,NA,11015504306203,Walker Arprt,K2451,-117.217391,46.910432
53,01527561,1102675276367,Twin Sisters Mtn,C3022,-121.964871,48.674003
53,NA,11015504306172,Fitz Pad 1,K2460,-122.141944,47.784165
53,01517474,1102674871657,Castle Peak,C3022,-120.861802,48.982085
53,01511779,1102673713518,Mill Creek Mountain Lookout,C3081,-117.131606,48.482968
53,NA,11015504306080,Tai's Landing,K2451,-117.278936,47.724602
53,NA,110483274227,State Game Refuge,K2184,-120.785405485549,46.6670702566529
53,01514482,1102674701038,Sudden Vly,C3081,-122.346552,48.722888
53,01503142,1102674797894,Bald Mtn,C3022,-117.650509,47.961002
53,01512608,1102674648578,Riverton Heights,C3081,-122.301512,47.468988
53,01512014,1102674284901,Blaine,C3081,-122.747119,48.993723
53,01524605,1102674631104,Potlatch,C3081,-123.149322,47.376203
53,01517010,1102674850348,Brush Mtn,C3022,-118.288333,48.433782
53,01517909,1102674888715,Coco Mtn,C3022,-118.885309,48.569882
53,01525797,1102675208059,Silver Star Mtn,C3022,-122.238979,45.747892
53,01525435,1102674662058,Sappho,C3081,-124.279378,48.070078
53,01515723,1102673013236,Adams Fork Campground,C3081,-121.646196,46.339283
53,01525661,1102675202945,Shellrock Peak,C3022,-121.232304,46.708726
53,01519547,1102673368532,Fir Creek Reload,C3081,-123.314048,47.335924
53,01505836,1102675011217,Johnson Butte,C3022,-119.191679,46.097355
53,01516974,1102673131732,Brown Bear Camp,C3081,-120.714835,48.899303
53,01516679,1102674838281,Blue Goat Mtn,C3022,-119.719514,48.668482
53,01533113,1102673346806,Ephrata Substation,C3081,-119.55449,47.281936
53,01523348,1102675074474,Moonlight Dome,C3022,-123.670451,47.45981
53,NA,11015504305912,Thompson Arprt,K2451,-122.528446,47.797764
53,01529280,1102673218971,Clear Lake Campground,C3081,-121.266192,46.633171
53,01523748,1102673769384,North Fork Campground,C3081,-121.788143,46.451779
53,01511062,1102674478698,Juniper Beach,C3081,-122.4071,48.230932
53,01512852,1102674664513,Schneiders Pr,C3081,-123.019312,47.07954
53,01511296,1102674664816,Schrag,C3081,-118.854167,47.073199
53,01506619,1102674548431,Melone,C3081,-123.330431,46.961207
53,01519531,1102674943688,Finley Mtn,C3022,-119.962851,48.315424
53,01513736,1102673315758,Dutch Village Mall,C3081,-122.454885,48.942337
53,01513516,1102673325995,East Meridian Square,C3081,-122.290952,47.149267
53,01511995,1102674817621,Beauty Mtn,C3022,-117.126316,47.91851
53,01512323,1102674472565,Interbay,C3081,-122.395962,47.641209
53,01533316,1102673206176,Cheney Rodeo Grounds,C3081,-117.583542,47.525444
53,01528379,1102675118447,Mt Zion,C3022,-123.010449,47.923423
53,01504955,1102672925630,Forest Cmtry,K2582,-122.848463,46.825656
53,01511144,1102674549370,Meredith,C3081,-122.235953,47.346489
53,01512304,1102674994464,Holman Hl,C3022,-122.669341,48.88261
53,01522360,1102675042951,Lone Butte,C3022,-121.83925,46.054559
53,01526317,1102672987240,South Side Cmtry,K2582,-120.195069,47.506238
53,01507611,1102673833185,Powell Camp,C3081,-117.584907,46.239871
53,01520416,1102674981224,Gunn Peak,C3022,-121.451434,47.817055
53,01508823,1102674018883,Sunny Bay,C3081,-122.629851,47.277874
53,01529672,1102673107585,Blackpine Lake Campground,C3081,-120.275086,48.313476
53,01506106,1102673629674,Laurel Gardens,C3081,-122.485999,48.864834
53,01516754,1102674840395,Bogachiel Peak,C3022,-123.777416,47.905364
53,01513382,1102674514962,Levey,C3081,-118.84472,46.275691
53,01510342,1102673636455,Leyendecker Boat Ramp,C3081,-124.5418,47.914502
53,01511417,1102674755976,Welland,C3081,-118.746659,46.227636
53,01513816,1102673334998,Eleanor,C3081,-117.891343,47.604326
53,01525880,1102675211554,Skookum Puss Mtn,C3022,-120.481483,48.198472
53,01527751,1102674114846,Wagon Camp,C3081,-119.892018,48.56348
53,01514876,1102674396545,Enterprise,C3081,-118.218595,48.013772
53,01512509,1102674584708,Normandy Park,C3081,-122.340679,47.43621
53,01526595,1102675237738,Storm King,C3022,-120.927887,48.492074
53,01528266,1102673007661,Wish-Ham Cmtry,K2582,-121.150626,45.631232
53,01512944,1102673322865,East Auburn,C3081,-122.215675,47.303989
53,01511970,1102674247454,Arletta,C3081,-122.667631,47.290096
53,01528263,1102674774395,Winton,C3081,-120.741204,47.735397
53,01511441,1102674777970,Yacht Haven,C3081,-123.168242,48.585098
53,01512459,1102674550423,Mesa,C3081,-119.006673,46.576249
53,01522558,1102674525476,Lucerne,C3081,-120.591434,48.201629
53,01521379,1102675009484,Jim Peak,C3022,-120.735739092753,48.8037630863946
53,01512772,1102674748634,Walnut Grove,C3081,-122.598985,45.667894
53,01513519,1102673496140,Heights Shopping Ctr,C3081,-122.603151,45.626228
53,01519762,1102674949211,Frailey Mtn,C3022,-121.997023819336,48.302034598459
53,01505579,1102672936565,Holyrood Cmtry,K2582,-122.327629,47.773708
53,01531451,1102674405661,Fall City,C3081,-121.888726,47.567323
53,01507429,1102674209233,Pilot Rock,C3022,-119.330864,47.691534
53,01514779,1102673347557,Erie,C3081,-119.288628,46.175689
53,01509526,1102674163375,Willapa Camp,C3081,-124.025163,46.512043
53,01527737,1102674113474,Vulcan Lookout,C3081,-118.683366,48.96045
53,01508739,1102674006084,Stewart Ranch,C3081,-120.087274,46.689852
53,01512467,1102674557681,Milton,C3081,-122.312899,47.248155
53,01529740,1102674064126,Totem Girl Scout Org Camp,C3081,-121.053988,47.780945
53,01511652,1102673678576,Makah Bureau of Indian Affairs Agency,C3081,-124.588845,48.370901
53,01521982,1102672946580,Leavenworth Cmtry,K2582,-120.645621,47.608846
53,01528210,1102675294772,Winchester Mtn,C3022,-121.642639,48.956515
53,01511274,1102674655667,Roxboro,C3081,-118.854787,46.952367
53,01516216,1102673074510,Bear Camp,C3081,-120.193415,48.174308
53,01506821,1102672957631,Mount Nebo Cmtry,K2582,-117.469937,47.66239
53,NA,110483274226,Olney Park,K2190,-120.31929,46.38017
53,01512568,1102674625505,Pleasant Hl,C3081,-122.894001,46.225389
53,01526128,1102675221880,Sourdough Mtn,C3022,-123.861311,48.026197
53,01529196,1102673879252,Ryan Lake Picnic Area and Viewpoint,C3081,-122.063149,46.353444
53,01519505,1102674942710,Ferry Peak,C3022,-120.401479,48.133749
53,01511401,1102674745406,Wacota,C3081,-118.493595,46.65792
53,01508570,1102673973047,South Tower Center Light,C3081,-122.354572,47.648987
53,01512914,1102674234462,Alki,C3081,-122.40985,47.576209
53,01525472,1102675193458,Scaffold Peak,C3022,-120.393702,48.307364
53,01517238,1102674863987,Camel Back,C3022,-118.709192,48.58044
53,01531712,1102673206648,Chevy Chase Inn,C3081,-122.843502,48.052591
53,01519734,1102673393066,Fourmile Camp,C3081,-120.871501,48.667632
53,01530315,1102673546100,Hunters Cabin Lookout,C3081,-122.634842,46.736492
53,01514291,1102673706139,Meydenbauer Yacht Club,C3081,-122.207623,47.608988
53,01512704,1102674705008,Sunnyslope,C3081,-122.729029,47.504538
53,01512512,1102674587068,North Olympia,C3081,-122.882639,47.102596
53,01516392,1102674821694,Bell Hl,C3022,-123.08462,48.055369
53,01529178,1102673820248,Pine Creek Information Sta,C3081,-122.02981,46.064557
53,01524447,1102675148378,Pine Hl,C3022,-117.756634,48.28462
53,01510927,1102674379828,East Cheney,C3081,-117.509923,47.431002
53,01524691,1102675159229,Pumpkin Mtn,C3022,-121.062899,48.78513
53,NA,110836909503,Renton Technical Colg,K2543,-122.170886,47.490242
53,01521062,1102673545584,Humptulips Ridge Lookout,C3081,-123.77045,47.35481
53,01503239,1102674814225,Bear Mtn,C3022,-118.068308,47.969607
53,01530202,1102675135650,O'Neil Peak,C3022,-122.514271,46.177331
53,01512305,1102674464137,Holtzinger,C3081,-120.720627,46.677624
53,01513281,1102674198937,Gibraltar Rock,C3022,-119.085578,47.867094
53,NA,110866396368,1st Baptist Church,K3544,-120.334018000207,47.4422690321084
53,01524979,1102675174046,Reese Hl,C3022,-122.225708,48.966787
53,NA,1101448279556,Alder Lake Park,K2190,-122.305633,46.793285
53,NA,11015504305953,Port Elsner Arprt,K2451,-121.478243,45.801496
53,NA,11015504305570,Kadlec Regional Medical Ctr,K2460,-119.282294,46.281516
53,01509074,1102674067628,Trap Creek Lookout,C3081,-123.721545,46.531213
53,01521528,1102675014722,Junior Pt,C3022,-120.399534,47.9943
53,01510943,1102674394779,Elwood,C3081,-118.51526,46.382082
53,01528813,1102673751339,Napoleon,C3081,-118.114993,48.736847
53,01513537,1102674030598,Tacoma Shopping Ctr,C3081,-122.468179,47.215932
53,NA,110228729067,City Hall,K2165,-119.27443,46.279717
53,01527618,1102675279099,Uno Peak,C3022,-120.387034,48.118748
53,01533320,1102673434154,Government Spring Guard Sta,C3081,-121.999529,45.884281
53,01527150,1102674054946,Three Forks Cabin,C3081,-120.634,48.900693
53,01523972,1102673781239,Ohanapecosh Campground,C3081,-121.571477,46.730944
53,01511322,1102674683131,Sleepy Holw,C3081,-123.452355,46.273442
53,01504757,1102674395591,Endicott,C3081,-117.68298,46.925717
53,01514549,1102674723705,Totem Park,C3081,-122.17792,48.158432
53,01511190,1102674586898,North Nemah,C3081,-123.863811,46.513752
53,01512044,1102674853315,Buckhorn Hl,C3022,-123.025126,46.541216
53,01513696,1102673681831,Manito Shopping Ctr,C3081,-117.398821,47.627114
53,01527813,1102674751014,Warnick,C3081,-121.989313,48.902067
53,01503717,1102674863786,Calloway Hl,C3022,-117.567685,46.367651
53,01527439,1102675270104,Tumac Mtn,C3022,-121.353050085311,46.7112790958187
53,01511351,1102674708038,Sutico,C3081,-123.525711,46.632879
53,01531492,1102675161851,Quartz Mtn,C3022,-121.078972,47.073173
53,01511451,1102673047635,Aturdee,C3081,-117.106312,47.671009
53,01525803,1102675208498,Silvertip Peak,C3022,-121.420387,47.975384
53,01513839,1102673850820,Redmond Ctr,C3081,-122.128734,47.674265
53,01517213,1102674863421,Cal Peak,C3022,-120.125925,48.907648
53,01530535,1102673407446,Gettysburg,C3081,-123.82631,48.157031
53,01512987,1102674095420,Valentine,C3081,-117.357674,46.489046
53,01518492,1102674356000,Darrington,C3081,-121.601712,48.255542
53,01516108,1102673061693,Ballard Campground,C3081,-120.544546,48.658472
53,01508981,1102672996603,Theon Cmtry,K2582,-117.101819,46.16653
53,01511331,1102674693905,Spring Vly,C3081,-117.284632,47.274617
53,01511203,1102674598407,Olequa,C3081,-122.939838,46.373997
53,01529502,1102673376331,Flodelle Campground,C3081,-117.577466,48.543795
53,01516721,1102674286550,Blueslide,C3081,-117.345801,48.556296
53,01512318,1102674999334,Hyland Hl,C3022,-122.537623,47.002042
53,01526990,1102675264937,Tonasket Mtn,C3022,-118.472239,48.813505
53,01519354,1102674396848,Enterprise,C3081,-119.595623,48.732372
53,01526400,1102673981576,Spring Camp,C3081,-121.800636,45.955671
53,01523201,1102675069715,Milton Mtn,C3022,-120.439261,48.49542
53,01526019,1102675218172,Snoqualmie Mtn,C3022,-121.416483,47.458723
53,01511324,1102674688044,Sokulk,C3081,-117.211568,47.07406
53,01511006,1102674435821,Graham Pt,C3081,-122.937922,47.247595
53,01512734,1102675266484,Tracy Hl,C3022,-122.634294,47.037041
53,01522932,1102675064653,McMillan Hl,C3022,-118.011926,48.397953
53,01509097,1102674073834,Tucannon Campground,C3081,-117.689079,46.243202
53,01512549,1102674613962,Parkwater,C3081,-117.331878,47.676281
53,01520439,1102674982261,Hagan Mtn,C3022,-121.501802,48.721512
53,01520908,1102674994953,Hope Mtn,C3022,-118.121593,48.990711
53,01505076,1102672928191,Gar Cmtry,K2582,-122.116241,47.920097
53,01525131,1102673865753,Rock Creek Shelter,C3081,-121.437594,47.489834
53,NA,11015504305955,Port Fld,K2451,-120.056977,48.331301
53,01503975,1102674883536,Chuckanut Mtn,C3022,-122.467945,48.678996
53,NA,11015504305614,Cashmere-Dryden Arprt,K2451,-120.484655,47.514742
53,01511981,1102674793887,Bald Butte,C3022,-117.087943,46.633496
53,NA,11015504305602,Cedars North Airpark,K2451,-122.513807,45.763987
53,01513836,1102673821920,Plaza Shopping Ctr,C3081,-122.307629,47.788986
53,01513883,1102673616237,Lake City Shopping Ctr,C3081,-122.294293,47.721486
53,01526732,1102675244187,Sun Mtn,C3022,-120.51238,48.312094
53,NA,11015504305591,Mount St Helen's Aero Ranch Arprt,K2451,-122.378266,45.992875
53,NA,11015504306218,Seattle-Tacoma International Arprt,K2451,-122.305428,47.449044
53,01511833,1102673804268,Parkview,C3081,-117.335761,47.582671
53,01511708,1102673818163,Pier Number 2,C3081,-122.421234,47.265932
53,01867646,1102674761480,West Vly,C3081,-120.605067,46.59207
53,01527218,1102674059914,Tillicum Campground,C3081,-121.779806,46.123171
53,01529794,1102673458284,Greyball Shelter,C3081,-121.44708,48.89846
53,01512263,1102674984139,Hammersmith Hl,C3022,-122.594012,46.924821
53,01512177,1102674388205,Edgewater,C3081,-122.280692,47.952595
53,01867629,1102674659323,Sahalee,C3081,-122.055399,47.634822
53,01512951,1102673329792,Echo Lodge,C3081,-122.683234,48.702606
53,NA,110482098430,Fort Stevens Elem School,K2543,-122.590154931369,46.9421183701903
53,01511167,1102674567522,Mora,C3081,-124.617992,47.921183
53,01520704,1102674989693,Helmet Butte,C3022,-120.956525,48.149302
53,01510988,1102674428866,Gilliam,C3081,-118.178565,46.12736
53,01528259,1102674773377,Winthrop,C3081,-120.186195,48.477923
53,01512810,1102674775058,Withrow,C3081,-119.808665,47.704861
53,01530292,1102673055439,Bacus,C3081,-121.956238,47.767593
53,01515719,1102674224043,Acme,C3081,-122.205158,48.717057
53,01530583,1102674341122,Cora,C3081,-121.790089,46.535945
53,01516378,1102674275090,Bees Mill,C3081,-122.855995,47.762314
53,01513661,1102673968906,South Park Village Ctr,C3081,-122.59441700000001,47.516078
53,01513617,1102673814854,Pier 4,C3081,-122.36346,47.584542
53,01526147,1102673961436,South Creek Campground,C3081,-120.529264,48.437918
53,01521092,1102674998803,Hurricane Hl,C3022,-123.529076,47.990089
53,01530598,1102673538503,Hubner,C3081,-121.232591,47.242892
53,01509758,1102674251582,Ashwood,C3081,-122.195401,47.629543
53,01507919,1102673870504,Rose Ranch,C3081,-123.918162,46.602621
53,01517282,1102673155517,Camp Hager,C3081,-117.311605,48.021285
53,01510972,1102674412938,Five Points,C3081,-118.111892,46.080138
53,01526769,1102674705763,Sunset,C3081,-122.405719,48.545107
53,01529755,1102673260430,Crawfish Lake Campground,C3081,-119.214205,48.483767
53,01513999,1102674446362,Hall,C3081,-122.539544,45.948445
53,01517978,1102674891621,Columbia Mtn,C3022,-118.481958,48.62017
53,01524504,1102673822470,Pleasant Ridge School,C3081,-122.444882,48.391491
53,01514616,1102674090179,University Park II,C3081,-122.53641,47.225641
53,01511439,1102674776204,Woodlawn,C3081,-123.881001,47.000646
53,NA,110482098411,Yelm Mid Schl,K2543,-122.610532,46.944884
53,01533307,1102673041194,Anson,C3081,-119.26335,46.803195
53,01517699,1102674880667,Chikamin Peak,C3022,-121.316058,47.479695
53,01505592,1102674994829,Hook Hl,C3022,-119.519486,47.864034
53,01530269,1102674147683,Wetica,C3081,-122.730404,46.872044
53,01521547,1102673583820,Kalaloch Campground,C3081,-124.375194,47.610357
53,01511872,1102674342420,Cornet,C3081,-122.629614,48.395935
53,01512112,1102674340396,Conway,C3081,-122.342934,48.34038
53,01519303,1102674938646,Ellemeham Mtn,C3022,-119.620420881597,48.9352997734734
53,01512480,1102675075302,Morrow Hl,C3022,-122.508733,47.006764
53,01513592,1102674045661,Terminal 115,C3081,-122.339292,47.545932
53,01511063,1102674482786,Keller,C3081,-118.685012,48.078769
53,01529604,1102673333656,Elbe Hills Trailhead,C3081,-122.079434,46.77741
53,01516344,1102674818765,Beaver Mtn,C3022,-119.868125,48.456536
53,01520468,1102674983255,Hall Peak,C3022,-121.539838,48.060384
53,01531522,1102674710514,Taholah,C3081,-124.29324,47.347304
