STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,lattitude
16,00396769,1102653706638,Larson,C3081,-115.746546,47.470764
16,00396772,1102653706647,Lava Hot Springs,C3081,-112.011071,42.619362
16,00396773,1102653706656,Lawman Ford,C3081,-115.609841,45.109905
16,00396775,1102653706661,Leadore,C3081,-113.35811,44.680198
16,00396776,1102653706666,Leadville,C3081,-113.308089,44.705756
16,00396779,1102653706671,Leesburg,C3081,-114.113964,45.223808
16,00396780,1102653706676,Leland,C3081,-116.606817,46.577949
16,00396781,1102653706693,Lemhi,C3081,-113.619774,44.851592
16,00399108,1102653706701,Len Landing,C3081,-116.83935,47.529071
16,00396782,1102653706706,Lenore,C3081,-116.550981,46.508506
16,00399107,1102653706718,Lenville,C3081,-116.840435,46.638222
16,00396783,1102653706741,Leone,C3081,-116.093718,43.407668
16,00396784,1102653706755,Leonia,C3081,-116.049629,48.616607
16,00398987,1102653706760,Leprouse,C3081,-115.390402,45.74352
16,00376166,1102653706766,Letha,C3081,-116.647641,43.89433
16,00396788,1102653706771,Lewiston,C3081,-117.017656,46.41655
16,00396789,1102653706776,Lewiston Orchards,C3081,-116.975432,46.380439
16,00396790,1102653706784,Lewisville,C3081,-112.010526,43.695744
16,00395895,1102653706799,Lidy Hot Springs,C3081,-112.549713,44.126296
16,00396794,1102653706804,Lifton,C3081,-111.313259,42.123264
16,00400546,1102653706809,Lightfoot,C3081,-115.360957,45.71852
16,00399103,1102653706819,Lignite,C3081,-116.541025,48.22881
16,00400231,1102653706835,Linden,C3081,-116.498207,46.67073
16,00400212,1102653706840,Lindsayville,C3081,-111.422156,42.429925
16,00396797,1102653706845,Linfor,C3081,-116.235726,47.608252
16,00396808,1102653706856,Little Sugar Loaf,C3081,-116.704568,43.095993
16,00394047,1102653706868,Long Creek Summit Home,C3081,-115.578162,44.132676
16,00397873,1102653706874,Lorenzo,C3081,-111.871355,43.728244
16,00396821,1102653706879,Lost River,C3081,-113.371399,43.689068
16,00396822,1102653706884,Lotus,C3081,-116.617387,47.229906
16,00397881,1102653706899,Lower Stanley,C3081,-114.928695,44.226852
16,00396826,1102653706904,Lowman,C3081,-115.620663,44.083508
16,00396827,1102653706909,Lucile,C3081,-116.310414,45.535165
16,00376169,1102653706914,Lund,C3081,-111.888567,42.642696
16,00396831,1102653706920,Mace,C3081,-115.822104,47.518263
16,00397886,1102653706925,Mackay,C3081,-113.613355,43.91463
16,00396832,1102653706930,Mackay Bar,C3081,-115.506234,45.376019
16,00399975,1102653706935,Macks Inn Post Office,C3081,-111.337742,44.499129
16,00396834,1102653706940,Macon,C3081,-114.545052,43.326569
16,00396836,1102653706945,Maddens,C3081,-116.597911,43.661828
16,00376170,1102653706950,Magic,C3081,-114.386713,43.255181
16,00396837,1102653706955,Magic City,C3081,-114.365601,43.290459
16,00396838,1102653706960,Magic Resort,C3081,-114.389769,43.282403
16,00396844,1102653706965,Malad City,C3081,-112.250798,42.191587
16,00386452,1102653706974,Marble Creek,C3081,-116.031824,47.252698
16,00396853,1102653706993,Marsing,C3081,-116.813195,43.545435
16,00396855,1102653706998,Martin,C3081,-113.567239,43.518791
16,00397894,1102653707007,Mashburn,C3081,-116.495995,47.179074
16,00386551,1102653707027,May,C3081,-113.911997,44.604369
16,00396860,1102653707041,May Place,C3081,-114.890604,42.201019
16,00399130,1102653707055,Mc Arthur,C3081,-116.433527,48.523543
16,00396862,1102653707061,McCall,C3081,-116.098778,44.911001
16,00396863,1102653707066,McCammon,C3081,-112.193022,42.650471
16,00397897,1102653707071,McCarthy,C3081,-115.909883,47.492984
16,00396867,1102653707076,McCrea Place,C3081,-116.477359,45.303772
16,00399349,1102653707081,McDonalds,C3081,-115.152359,47.034364
16,00397899,1102653707086,McDonaldville,C3081,-112.374978,43.259914
16,00396869,1102653707091,McGuire,C3081,-116.991309,47.712401
16,00397902,1102653707097,McMillan,C3081,-114.421423010969,42.5432329049357
16,00396874,1102653707102,Meadow Creek,C3081,-116.156863,48.819944
16,00394806,1102653707110,Meadowhurst,C3081,-116.561278,47.322132
16,00395683,1102653707123,Meadowville,C3081,-111.603837,42.76353
16,00396877,1102653707132,Medimont,C3081,-116.604341,47.476022
16,00396878,1102653707137,Melba,C3081,-116.529011,43.37544
16,00400233,1102653707143,Menan,C3081,-111.98997,43.720744
16,00396879,1102653707148,Meridian,C3081,-116.391513,43.612108
16,00396882,1102653707153,Mesa,C3081,-116.4507,44.628776
16,00397904,1102653707168,Mexican Place,C3081,-116.506533,45.812658
16,00386762,1102653707173,Mica,C3081,-116.8713,47.620459
16,00396886,1102653707178,Michaud,C3081,-112.61443,42.890191
16,00396887,1102653707183,Midasville,C3081,-115.470125,45.560185
16,00373932,1102653707188,Middleton,C3081,-116.620135,43.706828
16,00397909,1102653707193,Midnight,C3081,-115.330664,44.922963
16,00396897,1102653707206,Miller Creek Settlement,C3081,-116.128153,42.081563
16,00396900,1102653707212,Milner,C3081,-114.022805,42.518522
16,00396901,1102653707229,Mineral,C3081,-117.077674,44.565162
16,00387013,1102653707234,Minidoka,C3081,-113.490282,42.753796
16,00396904,1102653707239,Mink Creek,C3081,-111.715778,42.228257
16,00396910,1102653707245,Mohler,C3081,-116.346253,46.289613
16,00376172,1102653707250,Monteview,C3081,-112.536376,43.971851
16,00396919,1102653707259,Moody,C3081,-111.63496,43.836857
16,00396921,1102653707265,Moore,C3081,-113.366399,43.735734
16,00400003,1102653707274,Moose City,C3081,-115.108463,46.786861
16,00396923,1102653707280,Mora,C3081,-116.353174,43.459609
16,00396925,1102653707286,Moreland,C3081,-112.44248,43.222692
16,00396926,1102653707296,Morgan Place,C3081,-116.274828,43.107944
16,00397932,1102653707307,Morrow,C3081,-116.523478,46.126826
16,00396928,1102653707315,Morton,C3081,-116.692416,48.201303
16,00396929,1102653707321,Moss,C3081,-116.62011,43.615702
16,00374044,1102653707363,Mountain Home,C3081,-115.691193,43.132954
16,00396933,1102653707368,Mowry,C3081,-116.99601,47.309344
16,00396934,1102653707373,Moyie Springs,C3081,-116.188528,48.726328
16,00397939,1102653707378,Mozart,C3081,-116.936847,47.411013
16,00397940,1102653707383,Mud Lake,C3081,-112.47614,43.841297
16,00396935,1102653707390,Mud Springs,C3081,-115.586243,45.863515
16,00387396,1102653707397,Mullan,C3081,-115.801825,47.470207
16,00396937,1102653707406,Murphy Hot Springs,C3081,-115.368957,42.030183
16,00374087,1102653707412,Murtaugh,C3081,-114.16225,42.492414
16,00396939,1102653707424,Musselshell,C3081,-115.74375,46.357129
16,00396940,1102653707435,Myers,C3081,-113.754738,42.608797
16,00396941,1102653707440,Myrtle,C3081,-116.725984,46.496834
16,00396942,1102653707445,Naf,C3081,-113.285552,42.010195
16,00396943,1102653707450,Nampa,C3081,-116.563462,43.540717
16,00387463,1102653707455,Naples,C3081,-116.392417,48.571044
16,00374109,1102653707461,Neeley,C3081,-112.914994,42.733522
16,00396951,1102653707466,Neva,C3081,-116.29772,46.798526
16,00387533,1102653707471,New Centerville,C3081,-115.910112,43.881004
16,00387535,1102653707476,New Meadows,C3081,-116.284017,44.97128
16,00396952,1102653707481,New Plymouth,C3081,-116.81904,43.969886
16,00396954,1102653707486,Newdale,C3081,-111.606348,43.883246
16,00394266,1102653707491,Newman,C3081,-116.435188,48.2077
16,00396956,1102653707496,Newsome,C3081,-115.630133,45.907402
16,00396958,1102653707501,Nezperce,C3081,-116.240698,46.23489
16,00396959,1102653707509,Nicholia,C3081,-113.011676,44.359911
16,00387581,1102653707514,Niter,C3081,-111.73079,42.503531
16,00399141,1102653707523,Nora,C3081,-116.701824,46.763782
16,00397948,1102653707531,Nordman,C3081,-116.945773,48.633809
16,00396962,1102653707536,Norland,C3081,-113.673341,42.794617
16,00396968,1102653707557,North Fork,C3081,-113.993963,45.40603
16,00396970,1102653707562,North Kenyon,C3081,-113.861129,42.432132
16,00396971,1102653707567,North Lapwai,C3081,-116.835987,46.443776
16,00387827,1102653707572,North Lewiston,C3081,-117.004045,46.424606
16,00399148,1102653707588,North South Ski Bowl,C3081,-116.659885,47.116569
16,00396974,1102653707616,Notus,C3081,-116.801255,43.725438
16,00396975,1102653707623,Nounan,C3081,-111.451047,42.477702
16,00401693,1102653707628,Novene,C3081,-111.413268,42.497147
16,00400537,1102653707633,Nuckols,C3081,-115.93794,47.518816
16,00396978,1102653707639,Obsidian,C3081,-114.847315,44.078794
16,00387914,1102653707644,Oden,C3081,-116.412687,48.32215
16,00393849,1102653707649,Ola,C3081,-116.292635,44.178222
16,00397961,1102653707657,Old Beaver,C3081,-112.197375,44.410231
16,00396979,1102653707670,Old Fort,C3081,-116.157628,44.811559
16,00396981,1102653707680,Oldtown,C3081,-117.037981,48.178794
16,00396982,1102653707685,Olsen,C3081,-112.62193,43.28519
16,00399166,1102653707690,Olsons,C3081,-115.130136,47.002697
16,00397962,1102653707696,Omega,C3081,-116.478499,47.333801
16,00400023,1102653707702,Omill,C3081,-115.926805,46.493797
16,00397963,1102653707708,Onaway,C3081,-116.891014,46.9282270067566
16,00399170,1102653707714,Ora,C3081,-111.533291,44.086024
16,00396985,1102653707720,Oreana,C3081,-116.39511,43.053498
16,00396986,1102653707725,Orofino,C3081,-116.255139,46.479347
16,00396987,1102653707730,Orogrande,C3081,-115.543462,45.705461
16,00396989,1102653707735,Orvin,C3081,-112.009415,43.533246
16,00396990,1102653707740,Osburn,C3081,-115.999329,47.506038
16,00396993,1102653707746,Outlet Bay,C3081,-116.89326199999999,48.494362
16,00396995,1102653707751,Ovid,C3081,-111.398263,42.288815
16,00396996,1102653707756,Owinza,C3081,-114.056696,42.899351
16,00396998,1102653707761,Owyhee,C3081,-116.200667,43.418222
16,00396999,1102653707766,Owyhee Heights,C3081,-116.990705,43.624602
16,00397003,1102653707772,Pagari,C3081,-114.07281,43.117961
16,00397004,1102653707777,Page,C3081,-116.203778,47.532699
16,00397005,1102653707782,Palisades,C3081,-111.217721,43.351862
16,00376174,1102653707787,Palisades Corner,C3081,-116.912698,43.975167
16,00397006,1102653707803,Paradise Hot Springs,C3081,-115.273692,43.553785
16,00394609,1102653707821,Paradise Valley Summer Home Area,C3081,-115.659005,44.669622
16,00397976,1102653707826,Pardee,C3081,-116.125418,46.298507
16,00397977,1102653707831,Pardee Corner,C3081,-116.096806,46.31462
16,00397007,1102653707837,Parker,C3081,-111.757742,43.959355
16,00397009,1102653707842,Parkinson,C3081,-111.659127,43.816023
16,01802545,1102653707847,Parkline,C3081,-116.686625,47.338227
16,00397010,1102653707852,Parma,C3081,-116.943246,43.785179
16,00397012,1102653707858,Paul,C3081,-113.78335,42.607964
16,00397013,1102653707863,Pauline,C3081,-112.56025699999999,42.570747
16,00397983,1102653707868,Payette,C3081,-116.933771,44.078219
16,00397014,1102653707873,Payette Heights,C3081,-116.914881,44.07183
16,00397016,1102653707879,Pearl,C3081,-116.317349,43.855721
16,00388310,1102653707886,Pearson,C3081,-115.729877,47.354371
16,00397017,1102653707891,Peavey,C3081,-114.652823,42.583518
16,00397018,1102653707896,Pebble,C3081,-112.000516,42.744084
16,00397985,1102653707902,Peck,C3081,-116.433478,46.498787
16,00397986,1102653707901,Peck,C3081,-116.42431,46.475175
16,00397021,1102653707912,Pegram,C3081,-111.128806,42.14271
16,00397987,1102653707929,Perrine,C3081,-114.316978,42.653798
16,00397988,1102653707934,Petersons Crossing,C3081,-116.87652,43.122379
16,00397029,1102653707939,Picabo,C3081,-114.067812,43.305738
16,00400039,1102653707959,Pine,C3081,-115.312026,43.484062
16,00397033,1102653707964,Pine Creek,C3081,-116.222699,47.548491
16,00397038,1102653707971,Pinehurst,C3081,-116.23739,47.538809
16,00397037,1102653707970,Pinehurst,C3081,-116.334295,45.252665
16,00397039,1102653707979,Pineview,C3081,-111.310784,44.286306
16,00397041,1102653708006,Pingree,C3081,-112.598596,43.11658
16,00397042,1102653708013,Pioneerville,C3081,-115.846779,43.968783
16,00397043,1102653708018,Placerville,C3081,-115.94706,43.943226
16,00397045,1102653708024,Player Place,C3081,-114.817542,42.019909
16,00397046,1102653708033,Plaza,C3081,-116.432987717971,43.9112626956302
16,00397048,1102653708039,Pleasant Valley Place,C3081,-116.837349,42.540439
16,00397050,1102653708044,Pleasant View,C3081,-117.012419,47.686845
16,00397051,1102653708049,Pleasantview,C3081,-112.337745,42.156031
16,00374457,1102653708054,Plummer,C3081,-116.888509,47.33518
16,00397052,1102653708059,Plummer Junction,C3081,-116.869552095393,47.3396376057304
16,00397053,1102653708064,Pocatello,C3081,-112.445534,42.871303
16,00397054,1102653708069,Pocono,C3081,-116.048768,47.246587
16,00397056,1102653708074,Pollock,C3081,-116.35902,45.312386
16,00398008,1102653708079,Ponderay,C3081,-116.533803,48.30548
16,00397059,1102653708100,Porthill,C3081,-116.497988,48.998285
16,00397060,1102653708105,Portneuf,C3081,-112.363586,42.794914
16,00397061,1102653708110,Post Falls,C3081,-116.951585,47.717957
16,00397063,1102653708118,Potlatch,C3081,-116.898219,46.92156
16,00397064,1102653708125,Potlatch Junction,C3081,-116.933497,46.929324
16,00397065,1102653708130,Potter Place,C3081,-116.44069,45.307662
16,00388837,1102653708173,Powell Junction,C3081,-114.718724,46.579086
16,00397067,1102653708183,Prairie,C3081,-115.573981,43.504894
16,00374535,1102653708191,Prichard,C3081,-115.976279,47.656313
16,00397069,1102653708196,Priest River,C3081,-116.909365,48.180741
16,00397073,1102653708207,Punkin Corner,C3081,-114.910064,43.313233
16,00376175,1102653708212,Pyke,C3081,-111.72413,43.959355
16,00397074,1102653708220,Quartzburg,C3081,-115.98845,43.961004
16,00397077,1102653708241,Quigley,C3081,-113.069997,42.738243
16,00398387,1102653708250,Raft River,C3081,-113.236109,42.597132
16,00397080,1102653708259,Ramey,C3081,-116.937935,44.002663
16,00397081,1102653708264,Ramsdell,C3081,-116.67656,47.352685
16,00397083,1102653708271,Rankin Mill,C3081,-116.545694,45.266271
16,00398027,1102653708276,Rathdrum,C3081,-116.896561,47.812386
16,00394979,1102653708289,Rea,C3081,-111.435234,44.469641
16,00398033,1102653708294,Rebecca,C3081,-116.857909,44.241107
16,00397088,1102653708309,Reclamation Village,C3081,-115.488696,43.33545
16,00398037,1102653708328,Red River Hot Springs,C3081,-115.200118,45.78769
16,00397093,1102653708333,Red Rock Junction,C3081,-112.049959,42.354364
16,00398530,1102653708338,Regina,C3081,-115.992126,43.390095
16,00376176,1102653708343,Renfrew,C3081,-116.438688,47.143702
16,00398464,1102653708348,Reubens,C3081,-116.542645,46.322111
16,00398038,1102653708353,Reverse,C3081,-115.606747,43.025729
16,00374648,1102653708368,Rexburg,C3081,-111.789687,43.826022
16,00398039,1102653708373,Reynolds,C3081,-116.744293,43.20127
16,00398043,1102653708395,Riddle,C3081,-116.110379,42.186843
16,00376177,1102653708400,Ridgedale,C3081,-112.479971,42.022976
16,00398045,1102653708405,Rigby,C3081,-111.914925,43.672404
16,00398047,1102653708420,Ririe,C3081,-111.773575,43.631857
16,00398049,1102653708425,Rising River,C3081,-112.331644,43.323803
16,00398050,1102653708430,Ritz,C3081,-116.369648,48.778827
16,00398054,1102653708465,Robinson Bar,C3081,-114.677017,44.246857
16,00397109,1102653708489,Rockaway Beach,C3081,-116.699913,47.788517
16,00398060,1102653708502,Rockford Bay,C3081,-116.878517,47.505182
16,00398062,1102653708514,Rocky Bar,C3081,-115.290085,43.689063
16,00374764,1102653708520,Rogerson,C3081,-114.594204,42.217966
16,00376178,1102653708526,Rookstool Corner,C3081,-116.853481,43.778216
16,00398070,1102653708533,Rose Lake,C3081,-116.471888,47.538831
16,00397114,1102653708538,Roseberry,C3081,-116.049848,44.730727
16,00398071,1102653708543,Roseworth,C3081,-114.922275,42.366851
16,00400062,1102653708548,Roswell,C3081,-116.96182,43.74905
16,00395897,1102653708553,Rothas,C3081,-113.536406,43.887405
16,00376179,1102653708558,Rouse,C3081,-112.479148,43.226581
16,00397119,1102653708563,Rover,C3081,-116.576275,47.20324
16,00389685,1102653708573,Roy,C3081,-112.831097,42.363804
16,00398073,1102653708578,Roy Summit,C3081,-112.802207,42.317416
16,00397120,1102653708583,Rubicon,C3081,-116.368671,44.982133
16,00398075,1102653708589,Rudo,C3081,-116.01236,46.489073
16,00399186,1102653708594,Rudy,C3081,-111.833299,43.656579
16,00374811,1102653708599,Rupert,C3081,-113.677234,42.619075
16,00397127,1102653708609,Sage Junction,C3081,-112.195255,43.830742
16,00389817,1102653708619,Sagle,C3081,-116.547692,48.202418
16,00398080,1102653708624,Saint Anthony,C3081,-111.682184,43.9663
16,00398081,1102653708630,Saint Joe,C3081,-116.352941,47.311025
16,00374858,1102653708635,Saint Johns,C3081,-112.291911,42.213808
16,00398082,1102653708640,Saint Maries,C3081,-116.562667,47.314354
16,00398084,1102653708660,Salmon,C3081,-113.8959,45.175754
16,00399222,1102653708666,Salubria,C3081,-116.666269,44.563495
16,00397132,1102653708671,Sam,C3081,-111.303837,43.71908
16,00398088,1102653708676,Samaria,C3081,-112.336911,42.117698
16,00400479,1102653708681,Sampson,C3081,-116.008465,45.517673
16,00397133,1102653708686,Samuels,C3081,-116.493805,48.429373
16,00396991,1102653707741,Osgood,C3081,-112.103028,43.57019
16,00388063,1102653707767,Oxford,C3081,-112.021347,42.258809
16,00397020,1102653707903,Pedee,C3081,-116.774896,47.351015
16,00397022,1102653707921,Pella,C3081,-113.838629,42.475188
16,00397024,1102653707924,Perkins,C3081,-116.27373,43.604888
16,00397070,1102653708197,Princeton,C3081,-116.834051,46.914061
16,00397082,1102653708265,Ramsey,C3081,-116.808251,47.864348
16,00397087,1102653708280,Raymond,C3081,-111.058803,42.274653
16,00375958,1102653662632,Wind Butte,C3022,-116.117603,43.236279
16,00393571,1102653662694,Windfall Peak,C3022,-116.238793,47.978806
16,00398371,1102653662739,Windy Devil,C3022,-113.689193,43.91102
16,00375968,1102653662772,Windy Pt,C3022,-116.695125,43.239604
16,00398374,1102653662807,Windy Pt,C3022,-116.569589,45.80988
16,00393585,1102653662815,Windy Pt,C3022,-116.128207,46.862404
16,00397314,1102653662787,Windy Pt,C3022,-116.884306,43.420989
16,00376060,1102653662823,Winter Camp Butte,C3022,-115.509239,42.627122
16,00393606,1102653662848,Wisdom Peak,C3022,-115.12958,47.028253
16,00393610,1102653662863,Wishard Peak,C3022,-115.508695399609,47.2930095734377
16,00393616,1102653662912,Witter Pt,C3022,-114.810379,45.559915
16,00393629,1102653662923,Wolf Fang Peak,C3022,-115.416505,45.174076
16,00393634,1102653662932,Wolf Lodge Mtn,C3022,-116.566296,47.722408
16,00393641,1102653662996,Wonderful Peak,C3022,-115.760712,47.408817
16,00393656,1102653663023,Wood Creek Mtn,C3022,-115.311468,43.357673
16,00393660,1102653663073,Wood Hump,C3022,-114.67093,45.551582
16,00399606,1102653663084,Woodall Mtn,C3022,-111.519112,42.75242
16,00397317,1102653663111,Wooden Shoe Butte,C3022,-114.286138,42.272135
16,00393674,1102653663131,Woodrat Mtn,C3022,-115.766249,46.186847
16,00393683,1102653663166,Woods Peak,C3022,-114.315305881765,44.8017548456249
16,00393688,1102653663213,Woodtick Summit,C3022,-114.687587,44.802692
16,00399672,1102653663223,Worley Mtn,C3022,-116.892401,47.389347
16,00393721,1102653663280,Wylie Knob,C3022,-116.319909,48.480211
16,00393722,1102653663342,Wylies Peak,C3022,-114.9665,45.982416
16,00376005,1102653663370,Yandell Mtn,C3022,-112.155248,43.098249
16,00393736,1102653663380,Yankee Peak,C3022,-115.189027,47.010196
16,00398391,1102653663518,Yellow Peak,C3022,-113.518922,44.522699
16,00399601,1102653663533,Zehm Hl,C3022,-116.800733,47.42296
16,00399602,1102653663590,Ziegler Mtn,C3022,-111.826349,43.26464
16,00376020,1102653663628,45 Ranch,C3081,-116.873457,42.172667
16,00394498,1102653663663,A Manes,C3081,-116.054864,45.915165
16,00376454,1102653663689,Abbot Campground,C3081,-115.217858,43.607952
16,00401207,1102653663704,Ahsahka Access Area,C3081,-116.312668,46.500478
16,00371197,1102653663753,Al Sadie Ranch,C3081,-116.004537,42.751562
16,00394635,1102653663779,Al Vanderpool Picnic Area,C3081,-116.493217,47.151851
16,00395042,1102653663798,Alameda Plaza,C3081,-112.451026,42.891581
16,00376493,1102653663810,Alan Siding,C3081,-115.827922,46.661019
16,00394173,1102653663825,Albeni Cove Campground,C3081,-116.999089,48.176017
16,00395515,1102653663830,Albeni Falls Campground,C3081,-116.998255,48.176295
16,00394180,1102653663840,Albeni Falls Dam Picnic Area,C3081,-116.997144,48.179906
16,00376497,1102653663868,Albert Moser Campground,C3081,-111.694665,42.137981
16,00395043,1102653663932,Albert Taylor Place,C3081,-115.443128,42.059627
16,00395047,1102653663939,Alexander McDowell Rest Area,C3081,-116.959935,47.498044
16,00395054,1102653663971,Alice Pittinger Girl Scout Camp,C3081,-116.070124,44.937951
16,00376541,1102653664008,Allemans Ranch,C3081,-111.175759,42.554094
16,00376548,1102653664014,Allen Ranch,C3081,-111.422997,42.784366
16,00376557,1102653664020,Allison Creek Campground,C3081,-116.163186,45.418781
16,00394594,1102653664026,Allison Creek Picnic Area,C3081,-116.162074,45.419614
16,00376558,1102653664072,Allison Ranch,C3081,-115.22345,45.5663
16,00371220,1102653664087,Alpha Grange,C3081,-115.999843,44.425403
16,00394374,1102653664123,Alpine Village,C3081,-115.48622400000001,44.967128
16,00397374,1102653702781,Amalga,C3081,-113.724909,42.576784
16,00394395,1102653664181,Amanita Campground,C3081,-116.130963,44.701559
16,00376328,1102653664234,Ammondo School,C3081,-116.887381,44.138775
16,00395051,1102653664244,Amwaco,C3081,-116.898794,47.476292
16,00394114,1102653664262,Antelope Campground,C3081,-116.185968,44.335168
16,00401201,1102653664274,Antelope Creek Access Area,C3081,-113.485048269464,43.7426181961222
16,00376649,1102653664301,Antelope Creek Ranch,C3081,-111.531621,43.536304
16,00371275,1102653664333,Antelope Spring Ranch,C3081,-114.781712,42.248519
16,00376669,1102653664379,Antimony Camp,C3081,-115.480112,44.928239
16,00376675,1102653664428,Apache Mill,C3081,-114.384215,43.482961
16,00376679,1102653664490,Apgar Campground,C3081,-115.536811,46.213805
16,00395563,1102653664507,Appleton Siding,C3081,-114.634213,42.747404
16,00376688,1102653664523,Aquarius Campground,C3081,-115.617092,46.841021
16,00376691,1102653664538,Arbaugh Ranch,C3081,-115.845112,43.96045
16,00393959,1102653664560,Arctic Point Lookout,C3081,-115.039553,45.473524
16,00396051,1102653664570,Arendt Homestead,C3081,-115.750365,42.159068
16,00394089,1102653664582,Arling,C3081,-116.047658,44.622666
16,00397390,1102653702846,Arling,C3081,-116.050129,44.625171
16,00376717,1102653664624,Armstrong Lookout,C3081,-115.894871,46.803795
16,00376726,1102653664658,Arrow Campsite,C3081,-114.817879,45.592693
16,00394125,1102653664675,Arrowrock Recreation Site,C3081,-115.893438,43.603225
16,00376734,1102653664695,Asay Ranch,C3081,-113.482791,43.917406
16,00396055,1102653664710,Ashton Fish Hatchery,C3081,-111.491067,44.056302
16,00400254,1102653664715,Aspen Acres Golf Club,C3081,-111.322302,44.04253
16,00371302,1102653664726,Aspendale Community Hall,C3081,-116.865159,46.677945
16,00395063,1102653664737,Association Corral,C3081,-111.718565,43.089362
16,00394083,1102653664865,Atlanta Recreation Site,C3081,-115.104524,43.817678
16,00376767,1102653664881,Atlas Mill,C3081,-115.685685,45.594902
16,00401206,1102653664917,Auger Falls Access Area,C3081,-114.526002,42.632505
16,00371311,1102653664949,Austin Ranch,C3081,-111.904404,43.008806
16,00394050,1102653664995,Austin Ridge Lookout,C3081,-115.670971,46.350742
16,00394177,1102653665010,Avery Creek Picnic Area,C3081,-115.926835,47.687703
16,00399427,1102653665066,Ayer,C3081,-117.036833,46.791277
16,00393860,1102653665072,Babins Junction,C3081,-115.979334,47.639924
16,00371329,1102653665124,Bacon Rind Gate,C3081,-116.197882,42.157953
16,00376809,1102653665184,Bad Bear Campground,C3081,-115.70844,43.900728
16,00401218,1102653665202,Badger Creek Access Area,C3081,-111.239392,43.912136
16,00394127,1102653665228,Badger Creek Recreation Site,C3081,-115.711804,43.662194
16,00376843,1102653665248,Badley Ranch,C3081,-115.521234,45.357686
16,00376862,1102653665298,Baker Creek Campground,C3081,-114.565058,43.745183
16,00395568,1102653665335,Baker Creek Campground,C3081,-114.565059,43.784906
16,00399435,1102653665356,Balaam,C3081,-114.217819,43.410739
16,00376890,1102653665374,Bald Mountain Campground,C3081,-115.744549,43.74906
16,00399434,1102653665404,Band Mill,C3081,-116.048194,46.519073
16,00394363,1102653665418,Banks Campground,C3081,-116.119643,44.074848
16,00400728,1102653665424,Banks Recreation Site,C3081,-116.120381,44.079598
16,00376931,1102653665450,Banner Creek Rest Area,C3081,-115.214266,44.353516
16,00400719,1102653665460,Banner Ridge Recreation Site,C3081,-115.607342,44.022691
16,00394039,1102653665538,Banner Summit Rest Area,C3081,-115.233064835378,44.3061352704502
16,00397407,1102653665594,Barber,C3081,-116.137613,43.576001
16,00397406,1102653702946,Barber,C3081,-116.113168,43.565168
16,00376357,1102653665618,Barber Cabin,C3081,-115.659525,42.944063
16,00376953,1102653665701,Bargamin Bar Campsite,C3081,-115.194282,45.5663
16,00376956,1102653665718,Baritoe Campground,C3081,-116.879097,48.541585
16,00376957,1102653665728,Bark Camp,C3081,-116.034038,46.819349
16,00371368,1102653665744,Barkdull Ranch,C3081,-113.118885,42.604078
16,00394116,1102653665774,Barneys Park Campground,C3081,-115.64789,44.32601
16,00376981,1102653665797,Barrinaga Corrals,C3081,-116.550973,45.069603
16,00400220,1102653665844,Base Camp Campground,C3081,-114.84538,45.622692
16,00377009,1102653665876,Basin Creek Campground,C3081,-114.819526,44.263152
16,00394205,1102653665979,Bass Lake Access,C3081,-116.48021,48.968005
16,00371387,1102653666017,Battle Creek Ranch,C3081,-116.345944,42.528779
16,00377045,1102653666032,Battles Mill,C3081,-115.910139,46.451295
16,00377047,1102653666088,Baumgartner Campground,C3081,-115.076185,43.605731
16,00377049,1102653666104,Bayhorse Campground,C3081,-114.401457,44.411308
16,00394656,1102653666148,Bayhorse Recreation Site,C3081,-114.252852,44.382958
16,00377059,1102653666182,Beal Cabin,C3081,-115.178168,45.386023
16,00377070,1102653666205,Bear Camp,C3081,-112.103576,42.824083
16,00377124,1102653666236,Bear Campground,C3081,-116.627088,45.076824
16,00394113,1102653666289,Bear Creek Campground,C3081,-115.617077,45.863792
16,00377125,1102653666264,Bear Creek Campground,C3081,-113.458623,43.987407
16,00377157,1102653666327,Bear Gulch Campground,C3081,-111.284949,44.152416
16,00377156,1102653666314,Bear Gulch Campground,C3081,-114.380307,42.227968
16,00400260,1102653666334,Bear Gulch Ski Area,C3081,-111.289116,44.149638
16,00399572,1102653666403,Bear Packer Camp,C3081,-115.251512,46.044357
16,00397419,1102653666430,Bear Valley Campground,C3081,-115.369828,44.411014
16,00401217,1102653666446,Bear Valley Patrol Cabin,C3081,-115.383717,44.417402
16,00395080,1102653666510,Bears Oil and Roots Camp,C3081,-114.910396,46.575474
16,00377222,1102653666548,Beartrap Lookout,C3081,-114.4437,45.391304
16,00394595,1102653666571,Beartrap Ranch,C3081,-115.487907,45.871296
16,00395340,1102653666588,Beauty Bay Picnic Area,C3081,-116.689905,47.611296
16,00395341,1102653666594,Beauty Creek Campground,C3081,-116.668793,47.606574
16,00377262,1102653666787,Beaver Creek Campground,C3081,-115.354867,47.081862
16,00377261,1102653666760,Beaver Creek Campground,C3081,-112.193603,44.414912
16,00377260,1102653666716,Beaver Creek Campground,C3081,-115.146765,44.414072
16,00377259,1102653666643,Beaver Creek Campground,C3081,-111.529101,42.020763
16,00394193,1102653666841,Beaver Creek Recreation Site,C3081,-116.857166,48.735481
16,00395516,1102653666856,Beaver Creek Store,C3081,-114.812014,43.915183
